lookback,enter_threshold_size,exit_threshold_size,loss_limit,avg_sharpe_ratio,median_sharpe_ratio,avg_overall_return,median_overall_return,overall_return_std,uuid
70,2.0,0.5,-0.5,-0.524014294836717,-0.6755434679290816,-0.017909029434764367,-0.010958948465588153,0.1599161943850203,5323c22c-3678-4b4f-9634-ba6221ffc6e9
60,2.0,0.5,-0.5,-0.45350721137243744,-0.6859043617475155,-0.0245204548595037,-0.027999532447365114,0.1616796823520096,aa7e4d61-22f6-4bd5-9f5e-cc28d0d437e7
50,2.0,0.5,-0.5,-0.39720878962359224,-0.6353226633074291,-0.017117739711988322,-0.01571443067411089,0.1660049117133973,f27b55d6-543e-40b1-896a-07d066251424
40,2.0,0.5,-0.5,-0.4839521755719362,-0.6404776378569387,-0.024263231353137956,-0.008118372902355156,0.1734313665479493,845d0e28-3d4f-41b2-a794-5e70eceb5b78
