enter_threshold_size,exit_threshold_size,loss_limit,avg_sharpe_ratio,median_sharpe_ratio,avg_overall_return,median_overall_return,overall_return_std,uuid
2.0,0.5,-0.1,-0.375979135866289,0.5770202551732831,0.042809307953453286,0.0,0.16732937689213787,ee009315-187f-40ae-bedb-e0ff42d7f5c5
2.0,0.5,-0.05,-0.7742293192918913,-1.0466706772982186,0.00501345366030544,0.0,0.11756101029931633,7bb2f9cc-a2a6-45a9-931f-f9e3a57fcc26
1.0,0.5,-0.1,-0.277534748549477,-1.0517412945684275,0.03526676269816626,0.0,0.28971684646164403,9522def7-d85e-4798-b57d-82aea13a4357
1.0,0.5,-0.05,-0.6711745601374479,-1.1067614062649782,0.016120906820526495,-0.04219707018335606,0.2882314383247671,f72e03e7-30bc-41ce-84bc-dfcfa388af26
