lookback,enter_threshold_size,exit_threshold_size,loss_limit,avg_sharpe_ratio,median_sharpe_ratio,avg_overall_return,median_overall_return,overall_return_std,uuid
50,2.0,0.5,-0.5,-0.5213153370179174,-0.5278493254008212,-0.0059077487972309176,-0.005320393049443839,0.21191383138079037,08713a18-5840-4eaf-9d3e-876223175b3c
70,2.0,0.5,-0.5,-0.4021139777137886,-0.5318333215297224,-0.006107015269530327,0.0017827096510834527,0.2209952449213816,9d9eaeb5-8b6f-4134-9b7e-f3d605967309
76,2.0,0.5,-0.5,-0.3592154162549957,-0.5425849334944366,-0.00935042815133646,-0.0012805739285947056,0.21093671924958576,0ff9aaa6-6727-45bb-8534-d84232e2940a
