enter_threshold_size,exit_threshold_size,loss_limit,avg_sharpe_ratio,median_sharpe_ratio,avg_overall_return,median_overall_return,overall_return_std,uuid
2.0,0.5,-0.1,-0.3942088499781566,-0.4589916437218479,-0.006230096301224449,0.0,0.13350839236348894,3b1d1ce4-f15c-49f0-b8a6-c9600f0f7074
2.0,0.5,-0.05,-0.4419355149007473,-0.7836275296176629,-0.002859228706882213,0.0,0.1115071840266389,46c3930f-eb25-432b-86a8-a015092d402e
