lookback,enter_threshold_size,exit_threshold_size,loss_limit,avg_sharpe_ratio,median_sharpe_ratio,avg_overall_return,median_overall_return,overall_return_std,uuid
50,2.0,0.5,-0.5,-0.6027910909581577,0.0476874173317484,0.017737612008604364,0.0062145980911303775,0.3576866044053091,7fa2791d-878b-4204-bf14-d2745b5fc4d6
70,2.0,0.5,-0.5,1.5728782138648103,0.2018365022153144,0.04410674776497284,0.05095046941330644,0.3528498231049449,e7cb5ee4-3bde-4ca6-a8f9-3084eb9867d5
76,2.0,0.5,-0.5,3.689677309066607,0.13256476398332814,0.03981043502601736,0.03170880665961857,0.3864584843939389,9cc83f42-33e0-4114-9661-751ae9224a68
