enter_threshold_size,exit_threshold_size,loss_limit,avg_sharpe_ratio,median_sharpe_ratio,avg_overall_return,median_overall_return,overall_return_std,uuid
2.0,0.5,-0.1,0.19035219085072094,0.07356027798381287,0.02322556553855619,0.0,0.1826756247888068,2c149869-aa26-4bef-b027-c5b4b384ab4e
2.0,0.5,-0.05,-1.6605063860275124,-0.5948288077766206,0.007764049052673337,0.0,0.14206129040986426,5713da24-a7ac-44c4-b2d9-6abb7c4c02a4
