lookback,enter_threshold_size,exit_threshold_size,loss_limit,avg_sharpe_ratio,median_sharpe_ratio,avg_overall_return,median_overall_return,overall_return_std,uuid
70,2.0,0.5,-0.5,,,-0.02046533288527147,-0.04895334073185478,0.16769927645896826,29df118b-bdab-42ce-bca9-b24669c129b9
60,2.0,0.5,-0.5,,,-0.01872483180365087,-0.03112522256246279,0.16526601663589485,82f601d9-6052-4166-991d-7beeb1ea4c5e
50,2.0,0.5,-0.5,,,-0.004252982928122705,-0.02658120489478926,0.17862422038795442,f26c66e6-354d-49ca-a08e-ebfdfc2f15e5
40,2.0,0.5,-0.5,,,-0.004710490890800956,-0.023678300855280367,0.18918062212430917,5f78db01-4b1f-4db6-ae03-08b125b31b21
