enter_threshold_size,exit_threshold_size,loss_limit,avg_sharpe_ratio,median_sharpe_ratio,avg_overall_return,median_overall_return,overall_return_std,uuid
2.0,0.5,-0.2,,,0.01128432816472977,0.0,0.05357183810281953,24bada1d-7c82-47b5-9875-117cf26609e6
