enter_threshold_size,exit_threshold_size,loss_limit,avg_sharpe_ratio,median_sharpe_ratio,avg_overall_return,median_overall_return,overall_return_std,uuid
2.0,0.5,-0.1,-0.3942088499781566,-0.4589916437218479,-0.006230096301224449,0.0,0.13350839236348894,55a570cd-d7c3-4a0b-a945-060c0222a972
2.0,0.5,-0.05,-0.4419355149007473,-0.7836275296176629,-0.002859228706882213,0.0,0.1115071840266389,2358709e-04d0-48ef-8264-edaad1b9447a
