endcash,pair,profit,returnstd,sharperatio,startcash
1358467.4551332835,MODN-OMC,0.3584674551332835,18947.470056545408,1.2723697044401012,1000000
889111.7580639017,HUBS-IPG,-0.11088824193609832,12642.906822050854,-1.1803617737174104,1000000
694900.0647990421,MODN-SAP,-0.3050999352009579,14293.158304024235,-0.8236467689574878,1000000
1000000.0,IBM-SQNS,0.0,0.0,,1000000
866130.0991892407,URI-WIT,-0.13386990081075928,17969.27595915632,-0.7570013176106583,1000000
1191330.6178909892,URI-VMW,0.19133061789098918,16494.337378096494,0.8954688997482095,1000000
882187.2202080693,CACI-PANW,-0.1178127797919307,21420.677174321525,-0.3400400583322746,1000000
926684.4942186993,CACI-QTM,-0.07331550578130072,15418.639616481218,-1.272793589662462,1000000
999512.1414006543,CACI-HIVE,-0.0004878585993456654,10356.549269315243,0.027444855854957616,1000000
1023603.4432555139,CRM-PANW,0.023603443255513907,1434.9631671241546,0.15266599946904308,1000000
899268.4055819872,CACI-JBL,-0.10073159441801277,11213.120086685429,-0.6649818631583682,1000000
986063.4231854689,CACI-SAP,-0.013936576814531115,14874.587477893256,-0.41754738563447535,1000000
980953.6160182192,CACI-TLRA,-0.019046383981780848,2573.0107276624462,-2.0500680874191866,1000000
827170.3010355814,KFY-TYL,-0.1728296989644186,13780.561148934268,-1.1157208519128274,1000000
1277857.6979133615,CACI-WUBA,0.27785769791336146,23003.40480027521,3.0964020742620453,1000000
1040147.5988446941,CACI-RXN,0.04014759884469409,11905.334686661054,0.27085900800517226,1000000
1247152.099489826,CACI-QTWO,0.247152099489826,17406.320703359892,2.588521783200247,1000000
993001.0653932474,CACI-CRM,-0.006998934606752591,11527.06603205423,-0.3353065113770841,1000000
786816.2677082848,CW-EPAM,-0.21318373229171522,9085.547546939446,-1.0938157887799456,1000000
1320344.9410177125,CACI-RNG,0.3203449410177125,18531.04086575369,41.75047905487439,1000000
1511735.6134356887,CACI-RUBI,0.5117356134356886,21548.80683050938,0.8434280626298468,1000000
1341104.4342124304,CACI-NSP,0.34110443421243036,15226.641522252196,0.9683204695847709,1000000
862114.9348780318,SFUN-XRX,-0.13788506512196816,22635.765822204117,-0.13769728744692397,1000000
800356.8339194193,CACI-ELLI,-0.19964316608058066,14813.945961120115,-58.56785679553276,1000000
1153664.9861153075,CACI-RHT,0.15366498611530754,13897.180040230845,4.895173045065017,1000000
1006410.4257451335,CACI-DATA,0.006410425745133543,25398.77115503998,-0.012379270307378386,1000000
648482.3945374354,QTM-WUBA,-0.3515176054625646,21136.234780083098,-283.964490202577,1000000
1095330.1077985254,CACI-PAYC,0.09533010779852537,13162.841232189945,1.589262261156973,1000000
1108347.2908983529,CACI-EPAM,0.10834729089835286,10336.945363655335,1.3809177852680365,1000000
977210.1065751661,DDD-SFUN,-0.022789893424833892,23113.15737676656,-0.542139208107076,1000000
1317776.4051474596,CRM-CW,0.3177764051474596,9128.978485216143,0.937062665207257,1000000
1000270.6989770273,JBL-PANW,0.00027069897702732123,17387.618240799373,-0.5603831759272596,1000000
1218741.0153019812,CACI-ITW,0.21874101530198123,12540.753363283087,1.3459091892222663,1000000
993438.56619664,CW-MAN,-0.006561433803359978,8951.828774403148,-4.048114268829251,1000000
829655.4712930821,CACI-TWTR,-0.17034452870691788,4235.35619501957,-2.5076172579690645,1000000
824307.6478193789,DOV-GWRE,-0.17569235218062113,14011.563132618288,-0.5942916605166598,1000000
952430.2420828657,CACI-MSI,-0.047569757917134324,12695.367656074635,-0.816255547793004,1000000
1311793.0987921255,AYR-JBT,0.31179309879212547,12533.311193713047,1.1830346757116674,1000000
925439.274138486,CACI-FDS,-0.074560725861514,13274.476015993152,-4.682022381799011,1000000
974290.7280453392,CACI-GLOB,-0.02570927195466077,14085.11996812461,-0.19259602638685153,1000000
1212115.7549475294,CACI-LXFT,0.2121157549475294,12591.749557098045,1.99564994445042,1000000
909073.1114550343,MODN-SQNS,-0.09092688854496565,7215.800249982351,-1.2199569381515734,1000000
973408.9296188665,CACI-TYL,-0.026591070381133466,10362.047035962578,-0.38122836957511186,1000000
869413.7317060926,JKS-MAN,-0.1305862682939074,17780.59389832127,-0.8335465606060075,1000000
1602416.612963002,ETN-URI,0.602416612963002,18407.887230337645,0.9668003843691669,1000000
850109.4917319495,AMN-HUBS,-0.1498905082680505,20411.925412028537,-0.7366711180989644,1000000
1640266.4323168371,IBM-URI,0.6402664323168371,23998.353032645035,0.8447609219208968,1000000
1091054.0644423275,CACI-GWRE,0.09105406444232748,12932.430992178282,4.963612771927707,1000000
1057814.5799174663,CACI-SQNS,0.05781457991746627,9813.34191577752,0.6540664996865637,1000000
1014430.5799998967,CACI-STM,0.014430579999896697,9793.065411069552,-0.35382569765033856,1000000
1000000.0,ORCL-PNR,0.0,0.0,,1000000
845182.9880432874,CACI-URI,-0.15481701195671257,8621.830610137804,-1.9980507442343123,1000000
906949.9528694884,CACI-KFY,-0.09305004713051161,12761.48924607119,-3.620456747969039,1000000
794834.9918318084,ATU-JNPR,-0.20516500816819164,13421.802393948179,-0.8167208696687168,1000000
787411.8262165419,AUO-SRT,-0.21258817378345807,10302.661859895923,-0.9950289125731928,1000000
1245098.1990283965,CACI-JBT,0.24509819902839652,16638.04728550294,2.447600600492494,1000000
1007906.8942946916,LLL-SPXC,0.007906894294691621,5593.08824024648,-0.23792643980291137,1000000
781347.4971053778,IBM-MODN,-0.21865250289462215,18361.98552221622,-1.796086318587496,1000000
1104389.6602443429,CACI-CW,0.10438966024434287,11400.860015001808,0.8732702964516332,1000000
