DateTime,5 HK Equity,1299 HK Equity,700 HK Equity,939 HK Equity,941 HK Equity,1398 HK Equity,2318 HK Equity,3988 HK Equity,388 HK Equity,883 HK Equity,1 HK Equity,386 HK Equity,2 HK Equity,823 HK Equity,11 HK Equity,16 HK Equity,3 HK Equity,1113 HK Equity,2388 HK Equity,2628 HK Equity,27 HK Equity,857 HK Equity,688 HK Equity,1093 HK Equity,1928 HK Equity,2007 HK Equity,175 HK Equity,6 HK Equity,1109 HK Equity,762 HK Equity
26/2/2016,49.55,40.65,142.7,4.58,84.45,3.87,33.4,2.94,173.3,8.19,95.1,4.43,68.45,43.45,132.1,88,10.473,40.45,20,17.36,26.1,5.17,23.15,6.42,26.95,2.749,2.93,74.95,18.98,9.06
29/2/2016,49.65,39.7,141.9,4.55,82.2,3.84,32.9,2.91,168.9,7.96,93.95,4.33,67.8,43.85,131.4,86.85,10.278,39.8,20.2,16.92,26.1,4.99,23.1,6.19,27.1,2.692,2.88,73.7,18.56,8.86
1/3/2016,50.05,40.3,144.5,4.61,83.65,3.91,33.2,2.96,169.1,8.29,94.8,4.54,68.65,44.45,132.4,89.3,10.263,41.1,20.3,16.8,25.9,5.16,23.8,6.29,27.3,2.768,2.97,74.25,19.18,8.85
2/3/2016,50.9,41.95,148.3,4.76,85.25,4.04,34.5,3.07,175,8.52,97.7,4.75,69.05,44.5,134.3,91.85,10.609,43,20.85,17.38,27.2,5.34,24.7,6.38,29.25,2.93,3.08,76,20.45,9.06
3/3/2016,49.65,42.4,147.6,4.73,85.05,4.04,34.6,3.06,173.3,8.76,97.55,4.77,69.2,44.2,134.9,92,10.458,43.3,20.85,17.44,26.95,5.35,24.4,6.37,28.65,2.997,3.07,76.3,19.96,9.04
4/3/2016,50.25,42.05,147.2,4.79,85.7,4.09,35.8,3.1,175,9.1,98.85,4.82,69.4,44.35,137.9,94.1,10.518,45.6,21.25,18.1,27.05,5.38,24.9,6.22,28.75,2.987,3.38,76.8,20.2,9.1
7/3/2016,49.65,41.7,146.5,4.87,84.65,4.13,35.6,3.15,173.1,9.24,98.15,4.92,69.35,44.2,131.2,94.6,10.548,46.05,21.4,18.04,26.7,5.41,25.35,6.1,28.55,3.13,3.4,75.75,20.7,9.14
8/3/2016,49.25,41.4,146.3,4.81,84.8,4.11,34.9,3.1,172.2,9.26,97.1,4.87,69.35,44.1,130.4,93.7,10.428,45.8,21.3,17.8,26,5.36,24.8,6.01,27.5,3.139,3.35,76.25,19.98,9.09
9/3/2016,50.05,41.6,145.7,4.77,85.15,4.12,34.85,3.09,171.7,9.03,97.3,4.82,69.45,44.35,131.2,93.45,10.383,45.05,21.4,17.92,26.25,5.25,25.3,6.09,27.65,3.139,3.27,75.9,19.84,9.07
10/3/2016,50.2,42.05,145,4.79,85.05,4.12,34.7,3.08,171,9.11,98.3,4.86,69.15,44.35,130.8,92.45,10.398,44.9,21.15,17.56,26.25,5.29,25.05,6.16,28.15,3.111,3.19,75.45,19.5,9.05
11/3/2016,50.3,43,148.1,4.8,85.5,4.15,34.75,3.11,172.8,9.18,99.15,4.95,68.15,43.95,131.4,93.45,10.488,45.45,21.45,17.9,27,5.42,25.75,6.22,28.7,3.206,3.35,76,19.88,9.1
14/3/2016,50.7,42.65,153.3,4.88,86.15,4.23,35.3,3.15,175.5,9.08,99.1,4.88,68.6,44.7,132.5,94.85,10.563,47.65,21.55,18.38,26.7,5.39,26.2,6.18,29.1,3.348,3.42,77.15,20.4,9.34
15/3/2016,50.2,42.55,151.3,4.83,85.5,4.21,35,3.13,174.3,8.82,98.9,4.79,68.95,44.85,132.5,94.55,10.563,47.1,21.9,18.4,26.9,5.31,25.8,6.09,29.15,3.044,3.3,76.4,20.3,9.23
16/3/2016,49.85,42.3,150.9,4.85,86.35,4.23,35.3,3.13,173.8,8.7,99.1,4.76,68.85,45.45,132.6,94.45,10.609,47.2,21.8,18.3,26.8,5.19,25.6,6.09,29.05,2.863,3.27,75.45,20.2,9.15
17/3/2016,50.45,42.45,152.3,4.95,84.55,4.32,36.1,3.18,175.2,9.14,98.85,4.85,69.3,46.75,135.9,95.55,10.759,47.95,22.3,18.7,27.05,5.42,26.05,6.21,29.4,2.892,3.43,77.65,20.6,9.98
18/3/2016,50,42.7,157.9,5,85.1,4.33,36.95,3.2,175.6,9.08,100.6,4.88,69.45,46.75,135.1,95.4,10.654,46.8,22.45,19.02,29.65,5.4,26.15,6.26,31.5,2.949,3.42,78.1,20.8,10.08
21/3/2016,50.3,42.85,158.1,4.97,84.4,4.32,37.45,3.19,185.4,8.97,100,4.83,69.15,46.8,134.2,95.05,10.744,47.5,22.8,19.28,28.8,5.31,25.5,6.31,30.8,2.901,3.44,78.6,20.3,9.94
22/3/2016,50,42.55,159.5,4.94,83.8,4.31,37.4,3.19,186.2,9.04,102.4,4.82,69.1,46.3,133.6,94.65,10.563,49.6,22.55,19.5,28.6,5.32,25.15,6.91,30.35,2.892,3.4,78.5,20.5,9.92
23/3/2016,49.5,42.25,159.7,4.93,83.8,4.3,37.25,3.18,184.4,9.17,101.4,4.92,69.2,45.5,133.4,95.3,10.563,49.35,22.75,19.32,29.05,5.37,24.5,6.82,31,2.892,3.76,78.25,20.55,10.02
24/3/2016,48.8,41.85,158.8,4.86,83.3,4.23,36.3,3.14,182.2,8.96,100.3,4.79,69.1,44.85,132.8,93.1,10.594,48.9,22.2,18.56,28.4,5.14,24.3,7.15,30.1,2.854,3.7,78.4,20,10
25/3/2016,48.8,41.85,158.8,4.86,83.3,4.23,36.3,3.14,182.2,8.96,100.3,4.79,69.1,44.85,132.8,93.1,10.594,48.9,22.2,18.56,28.4,5.14,24.3,7.15,30.1,2.854,3.7,78.4,20,10
28/3/2016,48.8,41.85,158.8,4.86,83.3,4.23,36.3,3.14,182.2,8.96,100.3,4.79,69.1,44.85,132.8,93.1,10.594,48.9,22.2,18.56,28.4,5.14,24.3,7.15,30.1,2.854,3.7,78.4,20,10
29/3/2016,48.6,42.45,157.3,4.9,83.95,4.25,36.5,3.15,181.9,8.99,100.3,4.72,69.35,45.65,134.8,92.75,10.548,49.25,22.5,18.42,29.1,4.99,23.95,6.96,31.2,2.901,3.86,78,19.48,9.97
30/3/2016,49.05,43.9,158.2,5.05,84.9,4.38,37.15,3.25,186.3,9.07,102.3,4.99,70,46.4,136,95.7,10.849,50.3,22.85,19.1,29.65,5.14,24.55,7.05,31.75,2.92,3.83,79.2,20.05,10.04
31/3/2016,48.4,43.95,158.4,4.95,86.45,4.34,37.1,3.22,186.8,9.16,100.7,5.09,70.15,46,137.1,94.85,10.894,49.95,23.15,19.14,29.1,5.16,24.55,7.02,31.6,2.93,3.84,79.35,19.9,10.24
1/4/2016,47.95,43.15,158.5,4.91,85.65,4.22,36.1,3.19,184.2,8.87,100.8,5.06,70.25,45.65,135.7,92.85,10.729,49.4,23,18.52,28,5.07,24.1,7,30.1,2.882,3.72,78.2,19.4,10.06
4/4/2016,47.95,43.15,158.5,4.91,85.65,4.22,36.1,3.19,184.2,8.87,100.8,5.06,70.25,45.65,135.7,92.85,10.729,49.4,23,18.52,28,5.07,24.1,7,30.1,2.882,3.72,78.2,19.4,10.06
5/4/2016,46.75,42.7,156.6,4.81,85,4.13,35.45,3.11,181.9,8.59,98.8,4.93,68.85,45.5,134.6,91.25,10.609,49.2,22.6,18.2,26.85,4.86,23.85,7.07,29.2,2.844,3.72,78.5,19.56,9.94
6/4/2016,45.95,42.45,159,4.83,84.9,4.11,35.25,3.08,182.6,8.59,99.8,5,69.95,45.8,134.2,91.4,10.624,49.75,22.75,18.1,27.25,4.85,23.8,7.21,29.65,2.854,3.87,78.85,19.6,9.95
7/4/2016,45.8,42.65,161.8,4.83,86.25,4.07,35,3.05,185.2,8.78,99.25,4.99,70.1,45.55,134.8,91.9,10.669,49.25,22.85,17.92,27.1,4.88,23.75,7.27,29.75,2.892,3.76,79.05,19.48,9.86
8/4/2016,46,43.25,160,4.88,86.35,4.11,35.05,3.08,185.6,8.95,99,5.06,70.5,46.05,133.9,92.8,10.729,50,22.9,18.06,27.75,4.88,24.05,7.26,29.6,2.949,3.9,79.45,19.56,9.92
11/4/2016,46.2,43.1,159.5,4.92,85.75,4.14,35.45,3.09,187.2,9.1,98.95,5.13,70.1,46.55,135.5,93.7,10.789,50.55,22.95,18.24,27.5,4.91,24.15,7.28,29.45,2.968,3.92,78.65,19.98,9.95
12/4/2016,45.95,43.45,160,4.94,85.95,4.15,35.4,3.1,188,9.15,97.6,5.16,70.95,46.75,135.4,94.8,10.909,49.75,23.05,18.26,27.7,4.97,24,7.28,29.4,2.949,3.91,78.95,19.74,9.85
13/4/2016,48.05,44.6,164.5,5.05,88.45,4.32,37.55,3.21,193.7,9.72,99.2,5.41,71.3,47.5,137.8,96.55,11.18,50.65,23.9,19.16,28.85,5.33,24.8,7.26,30.3,2.997,3.92,80.05,20.15,9.98
14/4/2016,49,45.7,165,5.08,89.8,4.33,38.25,3.24,193.9,9.67,99,5.41,72,47,138.8,97.2,11.165,51,24.1,19.74,29.05,5.34,25.25,7.1,30.85,2.977,3.92,80.2,20.05,10.04
15/4/2016,49.3,44.95,165.3,5.07,89.85,4.35,37.85,3.24,192.8,9.73,99.3,5.31,72.1,47.3,139.2,97.6,11.195,51.75,24.2,19.74,28.8,5.33,25.05,7.14,30.35,2.977,3.88,80.35,19.88,10
18/4/2016,48.95,44.6,165.7,5.02,90,4.28,37.4,3.19,192.7,9.57,97.45,5.24,71.9,47.2,139,97.3,11.21,50.6,24,19.36,28.7,5.23,24.85,7.05,30.05,2.997,3.87,80.2,19.76,9.93
19/4/2016,50.75,45.1,165.7,5.08,89.55,4.38,37.9,3.26,196,9.79,97.4,5.33,72.95,47.8,140.3,98,11.315,51.65,24.3,19.6,29.45,5.43,24.95,6.94,30.75,2.997,4.11,81,19.68,9.74
20/4/2016,50.65,44.65,161.9,5.04,88.7,4.34,37.4,3.24,196,9.65,97.15,5.28,72.65,47.7,140.7,98.2,10.969,51.8,24.3,19.24,29.05,5.35,24.85,6.65,30.55,2.987,4.07,80.15,19.68,9.45
21/4/2016,52.9,45.95,163.5,5.11,91.9,4.39,37.75,3.26,201,10.18,97.5,5.49,72.4,48.25,142,98.65,11.119,52.95,24.55,19.08,28.3,5.55,25.1,6.79,29.05,3.006,4.04,80,19.8,9.55
22/4/2016,52.15,46.8,162.8,5.05,91.3,4.31,37.5,3.2,204,10.08,96.9,5.42,72.5,48.2,140.7,98.6,10.969,52.2,24.3,18.8,27.5,5.6,24.9,6.74,28.3,3.006,4.06,78.15,19.5,9.41
25/4/2016,51.45,47.3,159.9,4.98,90.5,4.25,36.9,3.17,199.7,10.02,96.4,5.38,72.9,48.2,140.7,98.35,10.954,52.1,24.2,18.52,27.75,5.61,24.75,6.87,28.15,2.977,4,77.7,19.6,9.29
26/4/2016,52.25,47.3,161.8,5.01,91.05,4.23,37,3.2,200.4,9.93,95.4,5.48,72.7,48.75,141.5,99.1,11.014,52.95,24.55,18.62,28.2,5.62,24.85,6.76,28.55,2.958,4.09,76.6,19.44,9.36
27/4/2016,52.65,47.35,159.5,5.04,91.6,4.23,37.4,3.2,199.2,9.95,94.55,5.5,72.1,48,142.2,98.95,10.924,53.5,23.8,18.52,27.6,5.81,24.85,6.89,28.1,2.939,4,75.2,19.26,9.38
28/4/2016,52.2,47.1,161,5.07,91.45,4.27,37,3.23,198.2,9.89,94.2,5.6,73.1,48.1,144.3,99,11.014,54.05,23.5,18.42,26.9,5.92,25,6.78,28.2,2.949,3.93,74.5,18.98,9.24
29/4/2016,51.8,46.7,158.9,4.99,88.95,4.21,36.65,3.17,196.3,9.66,93,5.53,71.75,47.15,141,98.05,10.879,53.25,23.25,18.06,26.2,5.71,24.75,6.91,27.8,2.92,3.87,73.95,19.16,9.16
2/5/2016,51.8,46.7,158.9,4.99,88.95,4.21,36.65,3.17,196.3,9.66,93,5.53,71.75,47.15,141,98.05,10.879,53.25,23.25,18.06,26.2,5.71,24.75,6.91,27.8,2.92,3.87,73.95,19.16,9.16
3/5/2016,51.5,45.45,155.3,4.87,87.9,4.1,35.8,3.12,187.5,9.43,92.4,5.39,72.7,46.65,139,94.2,10.744,50.7,22.5,17.66,25.9,5.63,24.2,6.7,28,2.949,3.76,74.8,18.76,9.07
4/5/2016,50.15,44.9,154.5,4.86,88.05,4.05,36,3.08,187.5,9.12,93,5.25,71.95,46.7,138.8,93.95,10.774,50.15,22.15,17.48,25.55,5.57,23.7,6.67,27.45,2.987,3.83,76,19.04,9.07
5/5/2016,49.45,45.8,153.2,4.83,87.9,4.03,35.45,3.07,188.4,9.11,92.6,5.21,72.15,47.05,139,93.2,10.789,49.7,22.35,17.34,25.6,5.54,23.5,6.58,27.55,2.987,3.75,76.65,18.66,9.02
6/5/2016,48.35,44.45,153.9,4.76,85.85,3.98,34.55,3.02,184.9,8.9,92.7,5.17,72.25,46.1,137.1,91.55,10.759,48.5,22.1,16.98,24.45,5.36,22.85,6.55,26.95,2.958,3.66,76.45,18.2,8.78
9/5/2016,48.4,44.55,155.1,4.74,85.6,3.96,34.45,3.02,184.7,8.94,92.55,5.19,72.85,47.05,137.8,92.55,10.924,48.6,22.05,16.94,24.65,5.35,22.65,6.6,27.2,2.93,3.65,76.45,18,8.81
10/5/2016,48.75,44.4,156.4,4.75,87,3.99,34.7,3.05,185.8,8.93,93.85,5.19,73.7,47.2,137.3,93,10.984,48.1,22.35,17,24.6,5.36,22.35,6.63,27.45,2.911,3.66,77.55,17.88,8.84
11/5/2016,48.2,43.45,156.5,4.72,86,3.95,34.3,3.02,185.8,8.95,93.05,5.14,73,46.4,137.1,91.25,10.864,47.05,22.4,16.74,24.8,5.32,22.15,6.51,27.55,2.911,3.72,76.95,17.9,8.82
12/5/2016,47.8,43.2,154.2,4.68,85.7,3.92,34.1,3,181.6,9.05,92.2,5.13,72.3,47.3,135.3,90,10.849,46.4,22.25,16.56,25.15,5.36,22.15,6.49,27.35,2.92,3.68,74.9,17.94,8.84
13/5/2016,47.3,43,155.1,4.62,83.95,3.87,33.6,2.98,179.5,8.89,91.15,5.09,70,46.8,132.6,87,10.759,45.7,21.65,16.44,24.85,5.29,21.7,6.74,27.2,2.863,3.65,75.45,17.48,8.88
16/5/2016,47.95,43.65,159.9,4.58,85.3,3.87,33.55,2.98,179.7,8.96,91.45,5.1,70.1,46.8,132.7,86.6,10.774,45.7,21.75,16.44,24.85,5.29,21.85,6.82,27.45,2.854,3.67,75.4,17.48,8.9
17/5/2016,49.2,43.85,162.9,4.63,85.7,3.9,34,3.02,182.9,9.23,91.95,5.21,71.25,46.95,133.7,88.35,10.849,46.35,22.25,16.8,24.95,5.42,22.25,6.93,27.65,2.863,3.79,73.15,17.72,8.71
18/5/2016,48.5,43.05,161.1,4.55,84,3.85,33.55,2.99,179.9,9.17,89.1,5.15,71.1,46.55,132.8,87.1,10.789,44.7,21.85,16.64,24.3,5.3,22.1,6.81,27.1,2.863,3.86,73.2,17.5,8.52
19/5/2016,49.25,42.7,157.2,4.52,83.4,3.83,33.25,2.97,177.7,9.04,88.45,5.11,70.9,45.8,132.4,86.25,10.744,44.45,22.2,16.46,24.25,5.21,21.75,6.83,27.25,2.825,3.89,73.9,17.22,8.36
20/5/2016,48.7,43.15,158.5,4.56,84.4,3.87,33.4,3.01,178.1,9.07,89.2,5.16,71.6,47.05,134.7,87.8,10.834,45.85,22.45,16.58,24.35,5.24,22.5,6.98,27.55,2.844,3.83,75.3,18.08,8.48
23/5/2016,48.2,43.2,159.1,4.61,84.85,3.88,33.15,3.03,177.4,9.05,88.15,5.1,71.3,46.4,133.4,86.95,10.759,45.25,22.9,16.5,23.8,5.2,22.5,6.83,27.3,2.854,3.84,76.4,17.82,8.44
24/5/2016,48.5,42.85,160.5,4.68,84.1,3.9,32.9,3.03,176.4,8.86,88.75,5.07,71.65,46.45,133.6,86.45,10.879,46.3,23.05,16.48,25,5.13,22.5,6.8,27.9,2.863,3.8,76.1,17.72,8.21
25/5/2016,50.35,44.3,164.5,4.86,87.2,4.02,33.6,3.13,178.7,9.18,89.9,5.25,72.6,47.25,137.1,88.1,10.939,47.7,23.3,16.8,25.75,5.33,22.95,6.85,28.75,2.863,3.87,76.55,18.06,8.39
26/5/2016,50.85,44.5,163.8,4.86,86.95,4.02,33.45,3.11,178.4,9.37,89.6,5.32,72.7,47.2,137.3,88.65,10.984,48.1,23.35,16.82,25.75,5.35,23,6.8,29.05,2.92,3.92,76.15,17.86,8.4
27/5/2016,50.85,44.85,171.2,4.94,87.15,4.08,33.65,3.14,182.3,9.44,90.35,5.29,73.1,46.85,137.2,89.25,11.089,48.2,23.25,16.92,25.75,5.35,23.05,6.93,28.95,2.968,4.01,76.7,18.12,8.26
30/5/2016,50.8,44.8,169.9,4.97,88,4.1,33.9,3.16,183.1,9.26,90.3,5.35,72.75,47.15,137.4,90.95,11.15,48.65,23.7,17.06,26.1,5.32,23.25,7.1,29.55,2.987,4.05,75.7,18.38,8.43
31/5/2016,51.2,45.45,173.3,5.01,88.6,4.12,34.7,3.16,186,9.28,90.2,5.3,73.3,47.75,137.9,91.4,11.21,48.65,23.9,17.38,26.1,5.34,23.35,7.08,29.8,2.958,4.11,75.35,18.58,8.39
1/6/2016,50.35,45.6,170.4,5,90.4,4.12,34.7,3.17,185.7,9.46,89.15,5.4,71.95,47.1,139.1,91.7,11.27,49,23.8,17.36,25.5,5.37,23.5,7.05,27.8,2.949,4.12,74.85,18.6,8.63
2/6/2016,50.5,45.9,170.2,5.11,89.25,4.16,34.9,3.2,188.2,9.5,90.35,5.41,73.35,46.8,139.9,92.2,11.45,48.9,23.95,17.46,26.15,5.42,23.45,7.07,27.95,2.939,4.12,74.7,18.82,8.55
3/6/2016,50.8,46.15,170.8,5.09,88.1,4.19,35.05,3.22,190,9.53,91.35,5.42,73.8,48.1,140.1,92.7,11.585,49.3,24.05,17.56,26.15,5.38,23.5,7.06,27.7,2.93,4.07,75.5,19.04,8.55
6/6/2016,50.1,46.1,173.8,5.18,88.15,4.18,34.95,3.25,191.7,9.6,92.1,5.44,74.35,48.5,140.7,92.95,11.66,50.25,24.2,17.5,25.5,5.45,23.75,7.07,27.25,2.939,4.18,76.55,18.82,8.44
7/6/2016,50.85,46.6,176.6,5.23,91.1,4.26,35.55,3.28,193.9,9.82,92.7,5.51,75.3,49.25,141.2,94.95,11.63,50.4,24.65,17.32,24.85,5.59,24.25,7.16,27.35,2.949,4.34,77.05,19.36,8.69
8/6/2016,50.5,46.5,175.9,5.21,90.35,4.28,35.6,3.31,191.5,9.75,92.5,5.65,76.55,49.65,139.9,94.05,11.721,49.45,23.85,17.28,24.9,5.72,24.45,7.1,27.25,2.93,4.24,77.5,19.5,8.71
9/6/2016,50.5,46.5,175.9,5.21,90.35,4.28,35.6,3.31,191.5,9.75,92.5,5.65,76.55,49.65,139.9,94.05,11.721,49.45,23.85,17.28,24.9,5.72,24.45,7.1,27.25,2.93,4.24,77.5,19.5,8.71
10/6/2016,49.35,46.65,175.1,5.13,89.05,4.19,34.95,3.26,186.9,9.59,91.85,5.56,76.6,50.75,136.9,92.8,11.537,48.9,23.7,16.98,25.05,5.66,23.8,7.01,26.85,2.911,4.16,77.45,18.86,8.61
13/6/2016,47.9,44.95,169.5,5.06,87.3,4.11,34.1,3.19,183.4,9.39,89.85,5.38,75.15,51.05,133.8,90.4,11.256,47.6,23.2,16.6,24,5.41,23.65,6.81,26.35,2.911,4.17,75.9,17.98,8.25
14/6/2016,47.25,44.7,168.3,5.08,86.8,4.13,33.85,3.21,183.3,9.41,89.05,5.31,75.1,49.9,132.7,89.95,11.058,47.4,23,16.48,23.7,5.34,23.2,6.66,26.15,2.911,4.18,74.15,17.9,8.19
15/6/2016,47.35,45,173,5.15,86.3,4.11,33.75,3.21,181.5,9.44,88.6,5.31,76.4,50.85,131.8,89.5,11.157,47.35,22.9,16.46,23.9,5.3,23.1,6.69,26.35,2.901,4.24,73.35,17.76,8.05
16/6/2016,46.4,44.3,168.8,5.08,84.5,4.05,33.35,2.96,178.9,9.1,87.85,5.15,75.45,50.45,129.8,87.75,10.909,46.35,22.5,16.28,23.2,5.18,22.65,6.7,25.6,2.892,4.16,71.15,17.18,7.8
17/6/2016,47.7,44.6,168.9,5.05,84.9,4.11,33.75,2.96,179.2,9.03,88.7,5.16,74.9,50.9,130,87.35,10.959,46.7,22.55,16.42,23.25,5.19,22.8,6.72,25.95,2.939,4.21,70.85,17.42,7.92
20/6/2016,49.35,45.05,170.7,5.16,85.4,4.2,34.15,3,182.1,9.36,90.45,5.32,76,50.9,132,89.4,11.074,47.85,22.8,16.72,23.45,5.28,22.95,6.74,26,2.997,4.19,73.85,17.64,8.11
21/6/2016,49.8,45,172.9,5.2,86.55,4.29,34.3,3.03,182.8,9.59,91.05,5.43,76.2,50.55,132.2,88.95,11.124,48.3,22.9,16.74,23.35,5.31,23.05,6.65,25.9,2.968,4.16,73.3,17.72,8.17
22/6/2016,50.3,45.5,177.1,4.97,86.65,4.38,34.45,3.07,186.3,9.73,90.75,5.5,76.3,49.6,132.4,89,11.157,47.95,23.05,16.84,23.7,5.4,23.45,6.71,26.05,3.054,4.21,73.15,17.8,8.21
23/6/2016,50.8,46.2,176.1,4.98,86.95,4.45,34.6,3.06,186,9.67,91.65,5.48,75.95,49.5,132.3,88.95,11.058,48.3,23.2,16.98,23.95,5.42,23.45,6.78,26.55,2.968,4.22,73.5,17.9,8.21
24/6/2016,47.45,44.75,173.8,4.88,83.75,4.31,33.6,2.98,182.7,9.29,87,5.29,76.1,49.7,129.8,88.55,11.091,46.75,22.8,16.46,23.1,5.18,23.05,6.52,26,2.997,4.1,70,17.3,7.89
27/6/2016,46.65,44.5,170.9,4.95,85.5,4.41,33.35,3.01,184.4,9.18,83.5,5.35,75.85,51.65,130.7,88.75,11.355,46,22.6,16.32,22.75,5.1,23.25,6.6,25.65,3.054,4.2,68.15,17.28,7.93
28/6/2016,46.35,44.45,170.5,4.95,85.5,4.41,33.35,2.97,184.3,9.17,82,5.34,76.5,52.4,130.3,88.05,11.355,46.05,22.7,16.28,22.25,5.06,23,6.59,25.2,3.044,4.17,67.65,17.12,7.77
29/6/2016,46.95,44.9,172.4,5.03,87.7,4.24,33.6,3.03,186.4,9.35,82.85,5.46,79.25,53.95,131.3,90.7,11.471,47.65,22.95,16.44,22.4,5.18,23.05,6.83,25.3,3.016,4.17,68.6,17.26,7.82
30/6/2016,47.35,46.35,176.1,5.12,88.65,4.29,34.15,3.09,187.6,9.62,84.55,5.6,79,52.8,132.3,93.05,11.686,48.4,23.2,16.62,23,5.29,24.5,6.9,25.95,3.101,4.19,71.05,18.1,8.02
1/7/2016,47.35,46.35,176.1,5.12,88.65,4.29,34.15,3.09,187.6,9.62,84.55,5.6,79,52.8,132.3,93.05,11.686,48.4,23.2,16.62,23,5.29,24.5,6.9,25.95,3.101,4.19,71.05,18.1,8.02
4/7/2016,48.15,46.7,178.9,5.15,89.95,4.28,34.75,3.14,187.6,9.75,84.4,5.62,79.65,53.9,133.4,96.75,11.868,50.45,23.4,16.86,23.4,5.35,25.1,6.91,26.45,3.12,4.29,71.7,18.4,8.11
5/7/2016,47.35,46.2,176.4,5.11,88.6,4.2,33.95,3.08,184.9,9.57,83,5.52,78.95,53.35,132.9,97.55,11.702,49.45,23.1,16.66,22.55,5.23,24.9,6.75,25.5,3.12,4.27,70.5,18.22,8.01
6/7/2016,46.8,45.6,174.3,5.03,86.75,4.18,33.35,3.03,183.5,9.47,82.4,5.39,79.8,52.65,131.7,97,11.686,49.1,22.9,16.4,22.15,5.14,24.85,6.64,24.8,3.12,4.3,70.6,17.96,7.87
7/7/2016,47,45.9,176.3,5.11,88.45,4.19,33.45,3.06,184.3,9.62,83.35,5.49,79.75,53.4,132.4,98.15,11.719,49.9,23.25,16.48,22.45,5.26,25,6.81,25.25,3.082,4.44,71,18.04,8.12
8/7/2016,46.85,45.85,177,5.07,87.45,4.14,33.15,3.03,183.6,9.49,81.9,5.4,78.9,53.7,131.7,97.7,11.488,49.25,23.1,16.32,22.6,5.23,24.9,6.9,25.05,3.073,4.41,70.45,18.06,7.98
11/7/2016,47.6,46.2,180,5.19,88.7,4.24,33.8,3.09,185.1,9.59,82.6,5.57,79.35,54.2,132.6,100.1,11.653,50,23.35,16.54,23,5.31,25.35,6.87,25.5,3.111,4.42,70.45,18.46,7.88
12/7/2016,48.4,47.1,180.9,5.29,91.1,4.29,34.45,3.13,186.8,9.67,84.75,5.67,79.65,56.05,132.7,102.1,11.653,51.5,23.8,16.86,24,5.39,25.6,7.08,26.25,3.111,4.56,71.3,19.2,7.96
13/7/2016,48.65,47.15,181.2,5.36,91.3,4.31,34.95,3.11,188.2,9.82,85.95,5.78,79.2,55.5,133.4,103,11.554,51.3,24.05,17.04,24.1,5.41,25.8,7.1,26.55,3.111,4.5,72.15,19.22,7.97
14/7/2016,49.3,47.55,183.5,5.46,92.5,4.38,35.3,3.17,190.1,9.84,86.45,5.82,80,55.65,134.2,103.4,11.702,52.05,24.3,17.36,24.2,5.48,25.95,7.18,26.95,3.092,4.53,72.4,19.32,8.1
15/7/2016,49.6,48.05,184.8,5.41,93.2,4.34,36.6,3.18,189.8,9.83,87.05,5.8,80.45,55.65,134.3,105.7,11.702,52.55,24.25,17.68,24.15,5.47,25.8,7.07,26.85,3.063,4.64,72.4,19.28,8.11
18/7/2016,49.75,48.65,185,5.45,93.8,4.36,36.75,3.2,190.5,9.91,87.8,5.84,80.4,56,135.6,108.1,11.785,53.2,24.45,17.68,24.6,5.5,25.75,7.04,27.75,3.073,4.79,73,19.14,8.09
19/7/2016,49.5,48.85,183.3,5.39,93.5,4.33,36.1,3.17,189.5,9.8,87.85,5.72,81,56.05,135.6,107.4,11.802,52.75,24.25,17.54,24,5.4,25.65,6.96,27.55,3.082,4.83,73.2,19.22,7.88
20/7/2016,50.25,49.2,185.6,5.42,94.4,4.36,36.5,3.19,191.9,9.95,87.55,5.73,81.2,56.8,136.4,109,11.851,53.6,25,17.7,24.2,5.4,25.65,7.02,27.85,3.082,4.91,73.3,19.12,7.86
21/7/2016,50.45,49.3,184.6,5.4,98,4.38,36.5,3.18,191.5,9.96,89.2,5.67,81,57.15,137,109.7,11.868,54.75,25.1,17.74,24.15,5.38,26.25,6.92,27.65,3.168,4.85,74.85,19.5,8.13
22/7/2016,50.35,49.05,185.2,5.44,96.55,4.39,36.45,3.19,192.4,9.9,88.4,5.67,81.95,57,137,109.3,11.934,54.7,25.05,17.72,24.2,5.37,26.15,6.87,27.8,3.158,4.83,75.25,19.76,8.07
25/7/2016,50.25,49,188,5.35,97,4.38,36.3,3.2,191.9,9.94,88.8,5.69,83,57.2,135.7,109.8,11.917,55.25,25.6,17.6,24.65,5.35,25.95,6.95,28.35,3.12,4.9,74.65,19.6,8.09
26/7/2016,50.25,49.85,186.3,5.35,97.75,4.41,36.65,3.21,193.7,9.68,90.3,5.72,83.9,57.25,137.8,110.6,12.066,55.65,25.95,17.8,26.25,5.28,26.2,7,30.05,3.139,5.19,75.55,19.84,8.22
27/7/2016,50.6,49.65,189,5.31,97.9,4.45,37,3.25,193.7,9.73,91.35,5.77,82.2,57.25,138.7,110.8,12.083,56.2,26,18.1,25.85,5.37,25.95,6.95,30.55,3.092,5.05,75.3,19.42,8.32
28/7/2016,50.8,49.05,189,5.27,97.55,4.43,36.9,3.22,192.1,9.56,91.1,5.67,81.75,58.3,139.1,113.1,11.967,56.5,25.85,17.98,25.85,5.36,25.95,6.81,30.05,3.073,5.31,75.05,19.48,8.32
