DateTime,5 HK Equity,1299 HK Equity,700 HK Equity,939 HK Equity,941 HK Equity,1398 HK Equity,2318 HK Equity,3988 HK Equity,388 HK Equity,883 HK Equity,1 HK Equity,386 HK Equity,2 HK Equity,823 HK Equity,11 HK Equity,16 HK Equity,3 HK Equity,1113 HK Equity,2388 HK Equity,2628 HK Equity,27 HK Equity,857 HK Equity,688 HK Equity,1093 HK Equity,1928 HK Equity,2007 HK Equity,175 HK Equity,6 HK Equity,1109 HK Equity,762 HK Equity
13/11/2014,78.2,45.05,129.5,5.77,95.2,5.11,30.275,3.86,187.1,11.72,80.066,6.48,68,48.2,130.9,115.7,12.636,-1,27.45,23.3,54.45,8.83,21.293,7.25,46.9,2.825,3.58,75.95,17.12,11.3
14/11/2014,77.85,44.95,131.9,5.78,96.65,5.11,30.4,3.85,186.4,11.6,80.872,6.36,67.95,48.75,131.2,116.4,12.8,-1,27.45,23.1,54.85,8.68,21.194,7.5,47.7,2.816,3.59,76.05,17.3,11.3
17/11/2014,77.55,44.4,129.1,5.68,94.45,5.05,29.95,3.78,178.1,11.62,80.354,6.22,67.55,49.5,131.7,115.1,12.786,-1,27.5,22.75,53.35,8.63,20.996,7.26,47.35,2.806,3.55,74.85,17.16,11.26
18/11/2014,77.2,43.75,125.8,5.63,95.65,4.98,29.45,3.73,173.9,11.36,79.605,6.2,66.5,48.5,130.3,112.8,12.54,-1,27.1,22.65,51.75,8.54,20.601,7.27,45.85,2.778,3.54,73.45,17.02,11.1
19/11/2014,77.05,44.05,124.4,5.59,93.85,4.95,29.45,3.71,168,11.26,79.202,6.17,66.6,48,129,112.5,12.445,-1,26.85,22.7,51.15,8.47,20.354,7.29,45.25,2.749,3.5,72.85,17.06,11.22
20/11/2014,76.85,43.8,125.7,5.58,93.75,4.94,29.1,3.71,165.8,11.48,79.375,6.23,66.15,48.8,129,112.4,12.526,-1,26.6,22.8,50.4,8.54,20.107,7.36,44.8,2.74,3.48,72.55,16.78,11.3
21/11/2014,76.5,43.95,124.2,5.6,94.85,4.96,29.375,3.73,167.1,11.88,79.548,6.31,66.35,48.5,128.3,112.8,12.8,-1,26.8,23,52.5,8.7,20.156,7.1,45.5,2.721,3.49,72.2,17.38,11.38
24/11/2014,77.1,44.35,125.5,5.72,96.9,5.08,30.975,3.81,169.1,12.26,82.37,6.5,66.55,48.75,128.6,113.9,12.8,-1,27.35,24.95,53.7,8.99,22.38,7.13,46.45,3.006,3.38,72.1,19.18,11.62
25/11/2014,77.05,44.45,124.7,5.73,96,5.09,30.85,3.8,166.6,12.2,82.716,6.35,66.65,47.9,129,114.8,12.854,-1,27.5,25,53.15,8.77,22.231,6.98,46.55,3.035,3.41,71.55,18.9,11.82
26/11/2014,77.95,45.1,125.7,5.84,95.9,5.17,31.975,3.89,169.8,12.08,82.946,6.44,67.45,48.95,129.3,114.7,12.854,-1,27.75,26.8,53.45,8.76,22.528,7.07,46.9,3.092,3.52,74.3,19.38,11.78
27/11/2014,77.55,44.95,125.1,5.8,94.95,5.18,32.1,3.86,168.7,12,82.543,6.43,66.85,48.7,128.9,114,12.663,-1,27.65,27,53.6,8.7,22.725,7.06,46.9,3.016,3.44,73.25,19.12,11.68
28/11/2014,77.05,44.8,124,5.88,95.55,5.26,32.525,4,168.9,11.34,81.967,6.35,67.45,49.4,129.2,113.4,12.554,-1,27.4,26.95,52.95,8.41,23.022,6.9,46.45,3.082,3.37,74.05,19.6,11.8
1/12/2014,76.1,43.4,120.3,5.73,92.8,5.13,32.425,3.91,166.1,10.72,79.432,6.09,66.2,49.2,126.4,112.1,12.144,-1,26.75,25.65,51.55,8.04,22.528,6.69,45.5,2.987,3.23,72.35,18.66,11.32
2/12/2014,76.4,43.8,119.6,5.87,93.4,5.23,34.4,4.07,169.6,10.84,79.836,6.14,66.55,49.45,127.3,113.3,12.376,-1,27.3,27.15,51.4,8.19,23.071,6.79,44.25,2.997,3.24,73.25,19.34,11.46
3/12/2014,76.55,43.15,117.7,5.85,91.3,5.22,35.275,4.03,172.3,10.48,79.317,6.06,65.75,49.65,126.9,112.7,12.199,-1,27.55,27,48.8,7.94,23.269,6.72,42,3.006,3.07,72.7,19.62,11.2
4/12/2014,77.15,43.9,118.2,5.99,94.3,5.34,36.55,4.16,174.8,10.98,79.144,6.52,65.95,49.75,128.2,112.5,12.13,-1,27.4,27.95,47.15,8.5,23.664,6.71,40.7,3.035,3.1,72.75,20,11.52
5/12/2014,77.05,44.6,118.9,6.17,95.05,5.48,36.5,4.13,178,10.78,80.239,6.59,66.8,51.2,128.1,114.8,12.253,-1,27.4,27.95,48.05,8.64,23.417,6.75,41.1,2.977,3.15,73,19.86,11.16
8/12/2014,77.35,43.45,118.6,6.41,93.85,5.68,38.075,4.32,183.9,10.52,79.663,6.5,66.2,48.9,127.4,114.1,12.13,-1,26.8,28.45,46.8,8.52,23.121,6.64,39.85,2.977,3,72.9,19.7,11.02
9/12/2014,76.6,43.65,115.8,6.06,91.75,5.38,35.7,4.15,176.9,10.06,78.338,6.22,66,48.6,126.9,112.8,12.199,-1,26.35,27.05,46.4,8.24,23.071,6.56,39.85,2.93,3.04,73.5,19.9,10.64
10/12/2014,76.45,43.9,115.5,6.11,91.75,5.36,36.55,4.16,178.6,10.22,77.992,6.17,65.45,49,127,113.6,12.089,-1,26.55,27.15,47.9,8.16,22.824,6.92,40.3,2.901,3.01,74.5,20,10.66
11/12/2014,75.8,43,113.4,6.07,91.2,5.33,36.85,4.1,177.1,10.06,76.495,6.1,65.4,49.2,127.3,113.7,12.13,-1,26.2,27,47,8.07,22.676,6.77,40.1,2.873,3.05,74.8,19.66,10.64
12/12/2014,75.15,43.2,113.7,6,90.65,5.29,37,4.11,175.1,10.06,75.861,6.03,65.55,48.7,127.2,113.4,12.021,-1,26,26.75,48.05,8.09,22.725,6.9,40.95,2.873,3.19,75.45,19.9,10.62
15/12/2014,74.1,42.65,111.9,6.02,88.95,5.26,36.25,4.09,173.4,10.14,74.421,6.03,64.9,48.7,126.5,112.5,11.925,-1,25.7,26.65,47.45,8.25,22.231,6.75,40.8,2.844,3.11,74.65,19.44,10.2
16/12/2014,72.6,41.75,108,5.98,87.75,5.21,36.825,4.03,171.1,9.8,73.442,5.93,64.8,48.15,125.5,110.9,11.83,-1,25.5,26.65,45.75,8.06,21.441,6.61,40.45,2.797,3.12,73.1,19.22,10.1
17/12/2014,72.55,40.95,105.3,6.07,87.9,5.31,36.675,4.14,168.7,9.87,72.52,5.98,64.75,48.1,125.3,110.6,11.707,-1,25.45,26.95,42,8.25,21.392,6.5,37.95,2.797,2.59,71.65,19.18,10.26
18/12/2014,72.15,41.1,111.9,6.06,89.35,5.34,37,4.14,169.6,10.1,73.557,6.05,64.85,48.15,125.6,111.7,11.68,-1,25.25,27.6,43.35,8.41,21.589,6.55,38.75,2.854,2.51,73.4,19.3,10.34
19/12/2014,73.4,42.5,115.7,6.12,90.25,5.37,37.2,4.17,170.7,10.12,74.594,6.09,65.5,48,127.7,113.3,11.789,-1,24.95,27.8,43.35,8.38,21.194,6.56,38.55,2.835,2.46,73.75,18.88,10.5
22/12/2014,74.1,41.9,113,6.33,91.95,5.55,38.5,4.33,172,10.62,74.709,6.3,66.5,48.85,128.3,115.8,11.884,-1,25.55,28.3,42.4,8.72,21.194,6.5,37.55,2.835,2.47,74.05,19.36,10.46
23/12/2014,74.25,42.65,112.8,6.22,91.7,5.53,38.05,4.24,171.5,10.46,74.824,6.24,66.4,48.55,127.7,116.6,11.789,-1,25.6,28.4,42.05,8.59,21.046,6.47,37.35,2.825,2.51,73.55,19.44,10.56
24/12/2014,74.25,43,112.7,6.17,91.45,5.46,36.875,4.21,171.3,10.56,74.882,6.24,67.45,48.8,129,117,12.007,-1,25.8,28.05,43.65,8.63,21.194,6.39,38.5,2.835,2.51,75,19.52,10.44
25/12/2014,74.25,43,112.7,6.17,91.45,5.46,36.875,4.21,171.3,10.56,74.882,6.24,67.45,48.8,129,117,12.007,-1,25.8,28.05,43.65,8.63,21.194,6.39,38.5,2.835,2.51,75,19.52,10.44
26/12/2014,74.25,43,112.7,6.17,91.45,5.46,36.875,4.21,171.3,10.56,74.882,6.24,67.45,48.8,129,117,12.007,-1,25.8,28.05,43.65,8.63,21.194,6.39,38.5,2.835,2.51,75,19.52,10.44
29/12/2014,74.95,43.8,113.4,6.37,92.6,5.63,39.625,4.34,173,10.74,75.861,6.34,67.75,48.5,129.6,117.6,12.226,-1,26.05,30.5,44.1,8.78,21.787,6.38,38.9,2.901,2.51,75.4,19.96,10.66
30/12/2014,74.1,43.05,113.3,6.28,90.6,5.56,39.45,4.29,171.3,10.38,74.997,6.21,67.1,48.45,129,118.2,12.144,-1,25.65,29.8,43.85,8.53,22.528,6.73,38.4,2.939,2.5,74.55,20.45,10.46
31/12/2014,74,43.15,112.5,6.37,90.5,5.66,39.55,4.37,171.7,10.44,75.055,6.25,67.25,48.55,129.2,118.3,12.13,-1,25.95,30.45,43.65,8.6,22.775,6.84,38.15,2.949,2.47,75.25,20.45,10.4
1/1/2015,74,43.15,112.5,6.37,90.5,5.66,39.55,4.37,171.7,10.44,75.055,6.25,67.25,48.55,129.2,118.3,12.13,-1,25.95,30.45,43.65,8.6,22.775,6.84,38.15,2.949,2.47,75.25,20.45,10.4
2/1/2015,74,43.95,112.8,6.5,91.4,5.77,41.55,4.43,173,10.62,75.861,6.28,67.25,49.15,129.5,118.5,12.13,-1,26.05,31.4,42.85,8.69,24.702,6.68,37.7,3.12,2.44,74.55,21.9,10.62
5/1/2015,72.9,43.15,113.5,6.52,90.1,5.8,41.125,4.44,177.3,10.64,75.112,6.36,66.1,48.8,127.9,117.6,11.994,-1,25.75,30.6,41.65,8.74,24.949,6.64,37.25,3.215,2.59,73.3,22.95,10.5
6/1/2015,71.75,42,120,6.43,88.75,5.71,40.05,4.41,177.6,10.3,73.154,6.24,65.5,48.45,126.9,116.6,11.871,-1,25.4,29.7,39.85,8.53,24.603,6.68,35.95,3.177,2.63,73.05,22.25,10.56
7/1/2015,71,42.05,124.4,6.48,91.75,5.75,40.225,4.45,179.3,10.28,72.52,6.24,65.85,48.6,126.6,118.2,11.912,-1,25.6,29.8,41.65,8.57,24.504,6.78,37.05,3.092,2.66,74.15,22.5,10.64
8/1/2015,71.2,42.7,127.3,6.45,93.6,5.72,40.95,4.43,177.8,10.46,72.347,6.27,66.1,48.2,126.9,118.5,12.117,-1,25.65,29.95,41,8.78,23.862,6.65,37.15,3.054,2.72,75.45,21.9,10.64
9/1/2015,71.1,42.95,127.2,6.45,95.05,5.73,41.575,4.44,177,10.62,71.887,6.21,66.8,48.4,127,119.1,12.103,-1,26.2,30.45,40.15,8.81,24.208,6.9,36.8,3.082,2.79,75.05,22.05,11.2
12/1/2015,71.1,43,127.1,6.4,94.85,5.68,41.275,4.39,178.6,10.64,82.485,6.21,67.15,48.85,128.1,119.5,11.966,-1,26.1,30.4,38.95,8.77,23.961,6.78,36.55,3.044,2.91,76.05,21.95,11.1
13/1/2015,71.3,43.9,127.8,6.41,97.4,5.71,41.475,4.4,179.4,10.46,82.6,6.26,67.45,49.9,129.3,123.6,12.021,-1,26.15,30.65,40,8.79,23.862,6.86,37.4,3.073,2.99,76.3,21.1,11.48
14/1/2015,70.85,44,126,6.39,96.5,5.68,41.675,4.41,177.9,10.38,82.024,6.23,67.75,50.25,129.9,121.2,11.98,-1,26.2,30.55,40.05,8.73,24.405,6.89,37.55,3.035,2.88,76.9,21.15,11.62
15/1/2015,70.6,45,126.9,6.45,97.95,5.74,43.325,4.47,178.2,10.46,82.14,6.28,67.95,50.95,130.8,122.2,12.117,-1,26.6,31.65,40.15,8.86,24.949,6.85,38.1,3.035,2.92,78.4,21.55,11.64
16/1/2015,70.2,44.65,121.9,6.38,97.85,5.68,44.15,4.44,177.4,10.42,81.276,6.19,68.15,51.1,130.6,121.3,12.048,-1,26.45,31.75,38.35,8.72,24.257,6.83,36.95,2.949,2.9,77.95,20.7,11.54
19/1/2015,69.95,44.85,123,6.14,97,5.45,40.6,4.18,174.7,10.56,80.815,6.06,68.5,52.2,130.7,119.6,12.226,-1,26.1,29.6,37.05,8.5,23.417,6.53,35.55,2.863,2.83,78.95,20.05,11.64
20/1/2015,70.2,44.6,124.1,6.25,98.15,5.58,41.8,4.29,176.3,10.54,81.218,6.11,68.65,52.35,131,120.5,12.171,-1,26.15,30.85,37,8.55,23.664,6.51,35.4,2.873,2.89,78.05,20.4,11.78
21/1/2015,70.6,44.8,128.7,6.37,102.1,5.72,43.3,4.4,177.5,10.52,80.988,6.17,68.65,52.85,131.6,122.9,12.048,-1,26.4,31.8,37.75,8.57,24.306,6.77,36.55,2.949,3.06,77.8,21.3,12.02
22/1/2015,71.9,45.05,131.6,6.42,103.3,5.75,42.65,4.46,177.9,10.62,81.506,6.23,68.35,51.95,131.9,122,12.048,-1,26.5,31.75,38.9,8.7,23.862,6.61,37.85,2.997,3.08,77.9,20.95,12.1
23/1/2015,73.1,44.95,132.7,6.49,104.5,5.84,43.575,4.52,179.3,10.68,83.983,6.33,68.75,53.2,132.9,124,12.171,-1,26.75,32.45,39.5,8.92,24.257,6.7,38.15,3.016,3.12,79.9,21.25,12.04
26/1/2015,72.6,45.4,137,6.43,103.9,5.83,43.825,4.53,181.8,10.54,83.753,6.26,69,53,133.5,126.1,12.076,-1,26.9,32.55,40.9,8.83,24.01,6.67,39,2.997,3.11,80.5,21,11.98
27/1/2015,73.3,45.75,136,6.29,102.7,5.73,42.9,4.44,180.1,10.48,83.061,6.21,69,53.2,135.3,126.3,12.185,-1,26.85,31.9,43.55,8.7,23.812,6.65,40.15,2.949,3.21,81.2,20.9,12.02
28/1/2015,73,46.35,136.9,6.35,103.4,5.72,42.425,4.45,179.4,10.46,83.695,6.24,69.15,53.2,135,127.9,12.171,-1,26.9,31.25,43.2,8.6,23.516,6.57,39.65,2.92,3.25,81.9,21,12
29/1/2015,72.3,45.1,134.6,6.25,104.3,5.6,41.475,4.35,178.3,10.2,83.753,6.17,69.5,52.9,135.9,128.2,12.212,-1,26.7,30.75,42.2,8.42,22.627,6.49,39.2,2.911,3.17,82.25,20.2,11.74
30/1/2015,72.45,45.25,132,6.23,102.5,5.58,41.3,4.34,178.6,10.18,85.538,6.13,69.2,52.5,135.8,126.6,12.158,-1,27.25,30.6,40.9,8.39,22.182,6.55,38.05,2.949,3.19,81.3,19.88,11.72
2/2/2015,71.25,45.2,135.8,6.16,103.9,5.5,40.35,4.29,179.1,10.28,86.172,6.07,69,52.7,136.4,127.4,12.171,-1,27.45,29.9,41.1,8.44,22.528,6.45,37.7,2.901,3.17,81.75,19.64,11.74
3/2/2015,71.5,44.65,135.1,6.24,103,5.58,41.7,4.32,178.7,10.64,85.711,6.18,68.25,51.95,136.4,125,12.062,-1,27.2,31.25,41,8.6,22.972,6.36,37.8,2.93,3.25,82,19.6,11.94
4/2/2015,72.4,44.55,133.9,6.27,105.6,5.57,41.5,4.33,178.3,11.1,84.905,6.28,68.25,52.55,143.5,124.6,12.035,-1,27.3,30.75,40.7,8.76,23.17,6.31,37.7,2.93,3.31,82,19.72,12.46
5/2/2015,72.2,44.5,135.2,6.39,108.3,5.67,41.5,4.4,178,10.86,84.386,6.19,67.5,53.05,144.9,124.4,11.939,-1,26.95,31.05,40.15,8.56,23.417,6.11,37.2,2.958,3.35,80.7,20.4,12.88
6/2/2015,72.85,44.2,134.2,6.31,105.9,5.61,40.95,4.33,177.7,10.98,86.46,6.13,67.7,52.7,143.7,124.8,11.912,-1,27.2,30.75,43,8.57,22.676,6.12,38.35,2.92,3.29,79,20.35,12.78
9/2/2015,72.8,44.35,132.6,6.3,103.9,5.54,40.875,4.27,177,10.94,85.538,6.11,67.2,52.1,143.2,123.2,11.898,-1,27.5,30.9,41.75,8.59,23.219,6.06,38.2,2.892,3.25,79.25,20,12.9
10/2/2015,71.85,44.2,133,6.29,103.7,5.56,41.125,4.31,176.5,10.94,85.826,6.14,67.4,51.65,142.8,124.8,11.925,-1,27.6,31.05,42.35,8.57,22.874,6.09,37.7,2.882,3.27,79.35,20,12.64
11/2/2015,70.25,43.9,131.6,6.23,102,5.51,41.3,4.27,175.6,10.82,86.921,6.11,67.65,50.7,142.2,123.9,11.857,-1,27.65,30.95,42.8,8.52,22.874,5.96,38.05,2.882,3.29,78.6,19.5,12.44
12/2/2015,70.8,43.8,129.6,6.34,106.3,5.58,41.5,4.34,176.1,10.72,85.826,6.13,67.3,50.15,139.8,123.3,11.871,-1,27.1,31.45,41.8,8.54,22.775,6.05,37.45,2.873,3.33,78.9,19.62,12.96
13/2/2015,71.75,44.45,130.2,6.41,107.2,5.65,42.75,4.4,176.3,10.94,86.345,6.15,67.5,50.45,142,123.2,11.816,-1,27.3,32,43.45,8.59,23.269,6.2,38.65,2.901,3.36,77.8,20.35,13.1
16/2/2015,71.7,44.5,130.5,6.41,106.7,5.66,42.95,4.39,176.7,11.06,87.266,6.17,67.2,50.25,142.9,123.8,11.789,-1,27.2,32,43.3,8.68,23.417,6.24,38.95,2.92,3.36,78,20.6,13.22
17/2/2015,72.05,44.45,130.8,6.44,107.2,5.68,42.975,4.4,177.3,11.08,87.439,6.23,67.75,49.7,144.7,123.3,11.871,-1,27.25,32.2,43.5,8.71,23.615,6.23,39.1,2.911,3.37,78.8,20.35,12.98
18/2/2015,71.95,44.5,129.9,6.44,106.9,5.68,42.95,4.41,177.1,11.38,87.554,6.52,68.15,50.15,144.7,123.4,11.953,-1,27.2,32.4,43.45,8.98,23.219,6.17,39.75,2.93,3.36,78.35,20.2,13.14
19/2/2015,71.95,44.5,129.9,6.44,106.9,5.68,42.95,4.41,177.1,11.38,87.554,6.52,68.15,50.15,144.7,123.4,11.953,-1,27.2,32.4,43.45,8.98,23.219,6.17,39.75,2.93,3.36,78.35,20.2,13.14
20/2/2015,71.95,44.5,129.9,6.44,106.9,5.68,42.95,4.41,177.1,11.38,87.554,6.52,68.15,50.15,144.7,123.4,11.953,-1,27.2,32.4,43.45,8.98,23.219,6.17,39.75,2.93,3.36,78.35,20.2,13.14
23/2/2015,72,44.55,134.8,6.45,104.8,5.7,42.65,4.41,177.6,11.06,87.785,6.45,68.05,49.45,142.7,123.9,11.857,-1,27.05,32.3,42.05,8.89,23.219,6.24,38.95,2.939,3.4,78.75,20.45,13.14
24/2/2015,69.45,45.6,135.1,6.45,105.9,5.7,42.85,4.4,177.5,10.96,87.151,6.42,68.4,49.55,142.2,124,11.857,-1,27.3,32.4,40.9,8.81,22.824,6.34,37.9,2.93,3.39,78.25,20.2,13.04
25/2/2015,70.05,45.7,135.8,6.42,106,5.66,42.575,4.42,177.6,10.9,87.554,6.44,69.15,50.15,141,123.9,11.953,-1,27.2,32.7,38.8,8.84,23.269,6.49,35.7,2.939,3.39,79.4,20.65,12.8
26/2/2015,69.9,45.75,135.6,6.49,107,5.71,43.25,4.47,179.9,11.16,88.13,6.53,69.3,49.6,140.8,123.6,11.98,-1,27.5,33.1,38.55,9.02,23.664,6.46,34.6,2.958,3.45,79.7,21,12.84
27/2/2015,69.8,45.65,135.9,6.45,105.4,5.66,43.125,4.46,179,11.14,88.418,6.5,69.75,49.5,141.4,121.6,11.953,-1,27.35,33.25,39.4,9,23.368,6.34,35.4,2.939,3.47,79.8,20.6,13.06
2/3/2015,69.55,47.35,136.7,6.48,104.8,5.68,43.175,4.49,179,11.18,90.089,6.5,68.5,49.6,140.4,121.1,11.912,-1,27.25,33.3,39.2,8.94,23.516,6.28,35.3,2.911,3.4,77.55,20.85,12.66
3/3/2015,69.75,48.35,135.3,6.35,102.5,5.58,42.475,4.39,178.2,11.06,89.801,6.43,68.05,50,142,122.3,11.98,-1,27.25,32.05,40,8.76,22.972,6.34,35.9,2.901,3.35,77.2,20.65,12.38
4/3/2015,69.8,48.85,133.3,6.26,101.1,5.51,41.6,4.3,177.3,10.96,88.879,6.33,67.65,49.15,142.2,120.1,12.021,-1,27.2,31.3,38.85,8.59,22.725,6.58,35.3,2.882,3.31,76.4,19.84,12.2
5/3/2015,67.9,47.6,132.1,6.19,102.8,5.43,41.025,4.23,175.8,10.88,88.245,6.23,67.7,48.45,142.5,119.8,11.966,-1,26.85,30.95,37.85,8.45,22.676,6.66,34.5,2.863,3.38,76.65,19.58,12.54
6/3/2015,67.8,48.55,131.7,6.19,101.3,5.44,41.2,4.23,176.1,10.94,87.669,6.2,67.2,48.65,141.1,121.7,11.994,-1,26.4,31,37.7,8.41,22.528,6.61,33.95,2.844,3.45,76.1,19.54,12.16
9/3/2015,66.6,48.25,132.2,6.27,101.8,5.48,41.9,4.29,176.3,10.86,87.842,6.2,66.75,47.9,138.4,120.1,11.912,-1,26.45,31.35,36.85,8.37,22.281,6.65,33.65,2.825,3.49,74.7,19.42,12.14
10/3/2015,67.1,47.15,131.1,6.2,99.8,5.43,40.875,4.2,175.8,10.6,88.188,6.13,67,46.95,137.7,119.3,11.871,-1,26.75,30.6,35.1,8.3,21.886,6.49,32.4,2.797,3.51,75.2,19.14,11.74
11/3/2015,65.95,47.1,131.7,6.16,97.9,5.38,40.975,4.19,175.3,10.38,86.451,6.09,65.55,47.8,136.4,118.8,11.775,-1,26.55,30.4,33.9,8.19,21.737,6.35,31.25,2.835,3.43,75.3,18.96,11.78
12/3/2015,65.55,47.15,131.8,6.28,99.75,5.48,41.475,4.26,175.6,10.38,86.451,6.14,64.55,47.55,135.9,115.9,11.761,-1,26.4,31,35,8.21,21.49,6.61,31.4,2.787,3.46,74.05,19.18,11.64
13/3/2015,65,46.65,133.6,6.33,99.9,5.55,41.825,4.35,175.1,10.34,86.451,6.15,65.1,47.35,135.5,115.4,11.721,-1,26.4,31.25,34.2,8.24,21.54,6.33,31.3,2.806,3.54,74.05,19.32,11.66
16/3/2015,64.65,47.3,135.6,6.36,102.6,5.58,43.175,4.39,175,10.28,86.451,6.14,65.55,47,136,115.8,11.802,-1,26.55,31.95,33.85,8.21,21.49,6.46,30.85,2.778,3.59,74.4,19.52,11.76
17/3/2015,65.05,46.7,133.8,6.36,102.2,5.59,43.4,4.38,175.3,10.22,86.451,6.11,65.55,47,136.2,116,11.816,-1,26.75,31.8,33.6,8.13,21.54,6.42,29.95,2.759,3.6,74.95,19.98,11.78
18/3/2015,65.9,46.75,135.9,6.43,103.5,5.65,43.875,4.42,175.9,10.4,87.266,6.15,65.7,46.6,135.7,116,11.939,-1,26.65,32.35,34.35,8.24,21.392,6.35,30.2,2.759,3.6,74.85,19.84,11.84
19/3/2015,66.6,48.2,145,6.47,100.1,5.7,44.25,4.45,176.4,10.56,87.785,6.2,66.15,49,139.6,117.3,12.076,-1,26.9,32.75,35.5,8.43,21.984,6.31,31.2,2.787,3.83,75.2,20.2,11.94
20/3/2015,66.45,48,142.6,6.48,98.35,5.69,46.05,4.45,176.9,10.54,87.324,6.2,65.5,47.75,139,117.3,12.007,-1,26.95,32.9,36.1,8.37,21.935,6.42,32.2,2.797,3.91,75.1,20.35,11.78
23/3/2015,67.35,47.95,145.2,6.47,99.55,5.69,46.725,4.46,182,10.42,86.748,6.07,66,47.3,138.4,117.8,12.021,-1,27.05,33.65,35.55,8.3,22.627,6.35,31.9,2.854,3.87,75.75,21,11.64
24/3/2015,67.1,47.9,143,6.38,101.4,5.58,45.525,4.41,180.8,10.34,87.209,6.03,66.75,47.3,138.9,118.5,12.076,-1,26.95,33.15,35.45,8.17,23.269,6.33,32.05,2.825,3.92,77.15,20.8,11.62
25/3/2015,67.35,48.9,142.7,6.37,102.1,5.57,45.525,4.4,179.8,10.4,89.109,6.01,66.9,48,141.2,119.7,12.117,-1,27.4,32.65,35.95,8.28,23.812,6.4,32.8,2.825,3.97,77.1,21,11.68
26/3/2015,67.35,48.9,140.8,6.38,101.3,5.57,45.4,4.36,178.3,10.56,89.973,6.05,66.95,48.3,140.7,119.4,12.144,-1,27.8,32.3,35.9,8.35,23.812,6.36,32.5,2.806,3.95,76.95,20.85,11.54
27/3/2015,67.35,48.85,141.9,6.31,99.95,5.5,45.6,4.32,178.8,10.5,90.607,6.03,67,48.65,140.6,120.3,12.171,-1,28.2,32.3,35.85,8.34,24.652,6.33,32.3,2.92,3.92,77.8,21.9,11.52
30/3/2015,66.95,49.25,144.7,6.42,100.5,5.65,46.65,4.46,193,10.8,92.45,6.12,66.9,48,140.4,121.2,12.13,-1,28.15,34.05,36,8.51,25.69,6.51,32.5,2.997,3.96,78.05,22.2,11.6
31/3/2015,66.65,48.8,147.2,6.44,101.2,5.72,46.6,4.48,190,10.96,91.471,6.17,67.75,47.8,140.5,119.6,12.253,-1,27.65,33.95,35.3,8.58,24.751,6.56,32.1,2.977,3.99,79.3,21.9,11.8
1/4/2015,66.55,49.2,148,6.49,101.4,5.76,47.225,4.57,195.5,11.04,91.702,6.19,66.1,48.45,141,119.5,12.199,-1,28,34.75,35.95,8.63,25.541,6.67,32.65,2.977,4.01,78.5,22.25,12.46
2/4/2015,67,49.35,149.8,6.56,102.8,5.85,46.575,4.62,196,11.18,91.817,6.23,65.45,48.65,140.6,121,12.267,-1,28.1,34.95,35.95,8.75,25.838,6.89,32.5,3.12,4.19,77.7,22.55,12.9
3/4/2015,67,49.35,149.8,6.56,102.8,5.85,46.575,4.62,196,11.18,91.817,6.23,65.45,48.65,140.6,121,12.267,-1,28.1,34.95,35.95,8.75,25.838,6.89,32.5,3.12,4.19,77.7,22.55,12.9
6/4/2015,67,49.35,149.8,6.56,102.8,5.85,46.575,4.62,196,11.18,91.817,6.23,65.45,48.65,140.6,121,12.267,-1,28.1,34.95,35.95,8.75,25.838,6.89,32.5,3.12,4.19,77.7,22.55,12.9
7/4/2015,67,49.35,149.8,6.56,102.8,5.85,46.575,4.62,196,11.18,91.817,6.23,65.45,48.65,140.6,121,12.267,-1,28.1,34.95,35.95,8.75,25.838,6.89,32.5,3.12,4.19,77.7,22.55,12.9
8/4/2015,68.25,51.75,154.5,6.89,109.6,6.05,48.625,4.84,220,11.8,90.607,6.41,66.75,49.15,141.3,123,12.472,-1,28.35,37.35,38.65,9.32,27.32,7.14,34.6,3.282,4.2,76.9,23.75,13.56
9/4/2015,68.55,53.65,159.9,7.02,109.9,6.21,49.15,4.91,239.6,11.94,95.446,6.59,67.65,49.05,142.3,125.4,12.786,-1,28.45,39.1,40.8,9.93,29.098,7.19,36.65,3.291,4.37,77.6,25.05,13.94
10/4/2015,69.2,53.75,161.8,7.1,110.6,6.27,52.15,5.02,249,12.1,96.54,6.69,68.2,49.7,143.3,128.1,12.841,-1,28.95,40,41.05,9.95,28.95,7.3,37.25,3.339,4.39,79.85,24.8,13.66
13/4/2015,70.2,53.4,170.5,7.65,111,6.63,53.6,5.45,297.4,12.24,98.844,6.79,68.2,47.8,144,126.5,12.895,-1,30.05,40,39.5,10.06,29.098,7.73,36.2,3.681,4.5,79.3,25.4,13.78
14/4/2015,70.65,53.25,161.2,7.51,109.3,6.59,52.05,5.34,285.6,12.42,97.404,6.64,68.45,47.4,144.1,125.9,12.882,-1,29.9,38.65,37.3,9.93,28.11,7.44,34.45,3.605,4.67,79.65,23.75,13.56
15/4/2015,70.8,52.55,157.6,7.84,106.4,6.91,53.2,5.53,285.2,12.9,95.618,6.78,68.3,47.45,144.7,126,12.895,-1,29.8,37.9,36.55,10.1,28.308,7.4,33.6,3.586,4.51,79,24.05,13.76
16/4/2015,70.4,52.1,160,7.8,105.5,6.94,54.85,5.52,286.4,13.34,95.1,6.98,68.25,47.4,144.7,126,12.882,-1,29.9,39.45,37.95,10.5,28.802,7.48,34,3.634,4.53,78.9,24.35,13.76
