enter_threshold_size,exit_threshold_size,loss_limit,avg_sharpe_ratio,median_sharpe_ratio,avg_overall_return,median_overall_return,overall_return_std,uuid
2.0,0.5,-0.1,-0.45506596861079396,-0.6871528906708213,-0.0020746200969050193,0.0,0.06457051690060948,82dbe28d-183f-4019-8c22-f0e955d5c0c7
2.0,0.5,-0.05,-0.6529799919119883,-0.8388786618499405,0.002105186185120635,0.0,0.058972795815490905,63936e6b-3b7a-4ac1-9b60-c4403f491d7d
