enter_threshold_size,exit_threshold_size,loss_limit,avg_sharpe_ratio,median_sharpe_ratio,avg_overall_return,median_overall_return,overall_return_std,uuid
2.0,0.5,-0.1,,,0.009324757660598936,0.0,0.051592084308011495,51c846d3-16c4-45ed-bcc5-5a6839319b06
2.0,0.5,-0.05,,,0.006187609728248817,0.0,0.04330517134553672,38a0a1e5-a27b-4030-9443-ca9971a6b36e
