endcash,pair,profit,returnstd,sharperatio,startcash
598503.1907064695,ASGN-SFUN,-0.40149680929353054,16621.63197447573,-1.0498135963650417,1000000
1274330.9312003409,TBI-TGH,0.27433093120034086,19892.143757994785,0.9270953519076773,1000000
571520.2733205488,AL-SSTK,-0.42847972667945117,13123.362950138759,-1.0466766541208194,1000000
1216216.2532917454,ETN-HIVE,0.21621625329174543,10841.858575074795,0.9075000158613721,1000000
1225743.49132503,HIVE-RXN,0.2257434913250301,16211.0438338113,0.9114038686891591,1000000
1217714.3688578792,DDD-NPTN,0.2177143688578792,20934.781846962644,0.9081365180216665,1000000
544204.8667597659,QTWO-SFUN,-0.45579513324023413,20541.409239894903,-1.0438793627694543,1000000
1093123.8884484945,IPG-SPA,0.0931238884484945,6968.4289406332355,0.7852323358354848,1000000
1371814.6774441432,DDD-ORCL,0.3718146774441432,10921.664826490858,0.9462097619774449,1000000
1833728.7417566453,CSLT-QTWO,0.8337287417566452,26785.470940351162,0.9760113823617733,1000000
1000000.0,JKS-SSTK,0.0,0.0,,1000000
977125.4830116031,MSI-SQNS,-0.022874516988396876,19843.40133041819,-1.874335401711214,1000000
861306.7619865099,CW-TRTN,-0.1386932380134901,24952.05963385973,-1.1442031369839005,1000000
440124.2825616809,CW-TGH,-0.5598757174383191,19636.746416693917,-1.0357222136575397,1000000
841967.8465403088,CAI-CW,-0.1580321534596912,17382.160064557767,-1.1265565238601989,1000000
1166799.8817375398,JBL-SRT,0.1667998817375398,21809.231212110888,0.8800958382484342,1000000
788206.2699068489,SFUN-ZEN,-0.2117937300931511,17955.67055706459,-1.0944315017786581,1000000
1169173.380362662,GWRE-RHI,0.16917338036266202,12023.881280508378,0.8817780908726572,1000000
1715797.2363867685,CAI-TBI,0.7157972363867685,16817.18230660314,0.972059126546846,1000000
973138.1758891742,AAN-MXL,-0.02686182411082578,10579.437826116571,-1.7445510743233419,1000000
1265389.776117466,JKS-TBI,0.26538977611746595,22820.93892423988,0.9246391466446405,1000000
1299027.1679162998,GLOB-HUBS,0.2990271679162998,22896.21868450718,0.9331164451064252,1000000
1536373.5542012258,LLL-SRT,0.5363735542012258,26275.750173928,0.9627125538846071,1000000
1251836.1448174661,CSLT-ZEN,0.25183614481746613,18463.729056115455,0.9205832823779277,1000000
731010.9576232962,FDS-TGH,-0.2689890423767038,19995.706261120566,-1.0743524711017454,1000000
1145354.208248631,ATHM-GLOB,0.1453542082486311,20448.77011637558,0.8624050845105932,1000000
1170867.6119169872,CLS-SAIC,0.17086761191698724,7664.31464500712,0.8829503158871522,1000000
1106964.3140467112,NPTN-SNX,0.1069643140467112,21378.162725805123,0.8130217523643816,1000000
1193997.9348000044,HIVE-SNX,0.19399793480000435,13354.652059986422,0.8969061190232858,1000000
399149.5128199706,MAN-SSTK,-0.6008504871800294,13299.6747819248,-1.0332861509256088,1000000
860489.3352054787,JKS-MXL,-0.1395106647945213,15894.528008918378,-1.1433582158715756,1000000
1044699.8351555918,MXL-SAIC,0.04469983515559183,17368.465065446457,0.5525710569091871,1000000
881245.7385117076,ATEN-AYR,-0.11875426148829236,17329.841116640644,-1.1684150088539917,1000000
872074.9517374294,AAN-AMBR,-0.12792504826257065,13201.731416080589,-1.1563415474266565,1000000
940183.8269369948,AER-CW,-0.059816173063005205,11077.39915311358,-1.3343577326308342,1000000
895958.7703847928,ASGN-ZEN,-0.10404122961520718,17502.977855625726,-1.1922314843256785,1000000
1013686.5806644831,IPG-LDOS,0.013686580664483132,15123.61420632137,-0.461285363399819,1000000
1459149.3794505561,SFUN-SOL,0.4591493794505561,18910.23527037044,0.9564411912656113,1000000
1246111.3207089067,JKS-SQNS,0.24611132070890673,22195.083482806313,0.9187359608554723,1000000
999009.9131291119,TLRA-ZEN,-0.0009900868708881316,11019.385794552767,-21.20024766317776,1000000
1150639.5545771879,HIVE-ITW,0.15063955457718786,12513.09114788473,0.8672327460331676,1000000
938097.506769728,CAI-TGH,-0.06190249323027197,11013.446135821656,-1.3230887635753497,1000000
510250.60913870635,QTWO-WUBA,-0.48974939086129365,20770.167504228466,-1.0408372126095495,1000000
1390686.9778469221,JKS-TGH,0.39068697784692213,31962.87863724604,0.9488081222716455,1000000
515645.2017259958,CW-JKS,-0.4843547982740042,14861.362579036237,-1.0412920447392489,1000000
1098013.5565250674,AER-ORCL,0.09801355652506742,4906.435640969757,0.7959465944398731,1000000
936186.2719865099,CW-LEAF,-0.0638137280134901,18217.035854477846,-1.3134121861015873,1000000
572066.4753680894,JBT-SQNS,-0.4279335246319106,20793.893602581797,-1.0467362308601624,1000000
635051.0068269141,JKS-LEAF,-0.3649489931730859,22138.65397531575,-1.0548021788637036,1000000
1434654.9698755047,JKS-RUBI,0.4346549698755047,30050.91849814792,0.9539864918472496,1000000
1180421.0975719537,DOV-HIVE,0.18042109757195365,9565.114177189314,0.8891482189768641,1000000
1189059.4657699624,MXL-SSTK,0.1890594657699624,11177.957628090982,0.8942131782793941,1000000
636762.3796132834,FDS-RUBI,-0.3632376203867166,17808.671575967823,-1.055060376121579,1000000
792071.7590534224,CMCM-PNR,-0.20792824094657764,16283.623899081542,-1.0961870302415464,1000000
1038822.8686506406,SQNS-TDC,0.03882286865064059,24539.238825003493,0.4848397170241057,1000000
1377305.995837091,TLRA-WUBA,0.377305995837091,13919.568266102575,0.9469926260895271,1000000
477719.7017259957,CW-RENN,-0.5222802982740044,17515.820201276467,-1.0382936137282885,1000000
1078096.2855447594,SXI-URI,0.07809628554475936,11192.170108397879,0.7439058738774789,1000000
